商品コード,SKUID,商品名,グループ,部門,カテゴリ,サブカテ,is_selected
4560458091013 ,14560458091010 ,シェリーズ ミックスオリーブ種抜 65g,221,21,3,5,1
4901301272140 ,14901301272147 ,【泡タイプ】花王 キュレル 泡洗顔料 つめかえ用 130ml,381,310,14,1,1
4902115382254 ,14902115382251 ,日本ハム 明太子チーズフランス 4本入,221,16,3,6,1
4902130392030 ,14902130392037 ,ニチレイフーズ ミニハンバーグ 5個入（110g）,221,24,3,3,1
4903110057369 ,14903110057366 ,ヤマザキ コッペパン つぶあん＆マーガリン 1個入,221,17,9,5,1
4904670464543 ,14904670464540 ,宝酒造 焼酎ハイボール レモン 350ml,214,9,5,2,1
4987035090014 ,14987035090011 ,大塚製薬 カロリーメイトブロック フルーツ味 80g（4本入）,211,805,7,1,1
4549741430791 ,14549741430798 ,トップバリュベストプライス 紅茶 1.8g×100袋入,211,2,5,1,1
4549741533638 ,14549741533635 ,トップバリュベストプライス Sparkling Water 炭酸水 グレープフルーツ 500ml,211,74,2,2,1
4549741658485 ,14549741658482 ,トップバリュ ノンシュガーフルーツのど飴 76g,211,1,1,4,1
4901390132738 ,14901390132735 ,加藤美蜂園本舗 サクラ はちみつ ハンディー 15g×10,211,2,2,2,1
4902820220513 ,14902820220510 ,丸美屋 ドラえもんカレー ポーク＆野菜 甘口 145g,211,5,3,1,1
4909411090517 ,14909411090514 ,キリンビバレッジ ファイアワンデイラテ微糖 600ml,211,74,1,7,1
4523160475762 ,14523160475769 ,パールエース 上白糖 1kg,211,3,2,1,1
4549414141863 ,14549414141860 ,トップバリュベストプライス 小粒せん入りピーナッツ 85g,211,1,6,2,1
4549414446999 ,14549414446996 ,トップバリュベストプライス しあわせのもっちり仕込みレーズンバターロール 6個,221,17,1,5,1
4549414448498 ,14549414448495 ,トップバリュベストプライス おさかなソーセージ 280g（70g×4）,221,52,1,9,1
4549414464085 ,14549414464082 ,トップバリュベストプライス とろけるスライスチーズ 15g×12枚入,221,21,3,2,1
4901306063040 ,14901306063047 ,カゴメ カゴメケチャップハーフ 275g,211,3,7,1,1
4901360354122 ,14901360354129 ,ブルボン チョコ＆コーヒービスケット 24枚入,211,1,1,1,1
4901588218626 ,14901588218623 ,ギンビス たべっこどうぶつバター味 5連 85g,211,1,5,4,1
4901990372367 ,14901990372364 ,東洋水産 マルちゃん麺づくり 合わせ味噌 104g,211,5,8,3,1
4902106647621 ,14902106647628 ,ミツカン 追いかつおつゆ2倍 1L,211,3,17,1,1
4902108300203 ,14902108300200 ,中沢乳業 フレッシュクリーム36％ 200ml,221,20,4,1,1
4902121113729 ,14902121113726 ,トップバリュ 皮むきいりごま 80g,211,4,8,2,1
4902881054737 ,14902881054734 ,明星食品 中華三昧 赤坂璃宮 広東風醤油 104g,211,5,10,1,1
4903110244424 ,14903110244421 ,ヤマザキ 5つに切ったロールケーキ（バニラ）5枚入,221,90,1,2,1
4908013144239 ,14908013144236 ,よつ葉乳業 よつ葉 バター（無塩）150g,221,21,1,1,1
8013307207654 ,18013307207651 ,SVILA 4種のチーズピッツァ 220g,221,24,1,4,1
8076809578592 ,18076809578599 ,バリラ スパゲティ No.4 1.6mm 500g,211,5,7,1,1
4549414209310 ,14549414209317 ,トップバリュ ごはん 新潟コシヒカリ 180g×10,211,5,4,1,1
4549414373516 ,14549414373513 ,トップバリュベストプライス きつねうどん 96g,211,5,8,3,1
4549741026123 ,14549741026120 ,トップバリュ カップみそ汁 あさり 54.8g,211,5,11,3,1
4549741771627 ,14549741771624 ,トップバリュ 焼きのり 板のり10枚,211,5,6,2,1
4560292290672 ,14560292290679 ,レッドブル エナジードリンク 355ml,211,74,3,3,1
4901820162205 ,14901820162202 ,パスコ 超熟 4枚,221,17,1,1,1
4902033804562 ,14902033804569 ,東京デーリー バラエティチーズオードブル 95g,221,21,3,6,1
4902102077392 ,14902102077399 ,コカ・コーラ カナダドライトニックウォーター 500ml,211,74,2,2,1
4902111774008 ,14902111774005 ,ユニリーバ・ジャパン LUX（ラックス）スーパーリッチシャイン ダメージリペア 補修シャンプー つめかえ用 560g,384,243,1,7,1
4902807380773 ,14902807380770 ,中華風春雨サラダ 140g入 1袋,231,30,11,6,1
4903301016281 ,14903301016288 ,◆ 【第3類医薬品】ライオン ハリックス55 EX 温感A 25枚,382,695,5,2,1
4909411084950 ,14909411084957 ,キリンビバレッジ 午後の紅茶 ミルクティー 500ml,211,74,1,8,1
4953823793023 ,14953823793020 ,ロッテ クーリッシュ バニラ＆チョコレート 80ml×6個入,221,19,1,3,1
4954018127210 ,14954018127217 ,大阪王将 ぷるもち水餃子 標準16個入（272g）,221,24,2,4,1
4987176079381 ,14987176079388 ,【パンツ】P&G パンパース おやすみパンツ L 34枚,113,353,1,4,1
7804320521121 ,17804320521128 ,チリ産 オー レゼルヴァ シャルドネ【白／辛口】 750ml,214,273,4,81,1
4549414433692 ,14549414433699 ,トップバリュ 野崎総料理長監修 豆腐とひじきと蓮根のお魚小判焼き 1枚（75g）,221,13,1,13,1
4549414435627 ,14549414435624 ,トップバリュベストプライス 餃子 50個入,221,24,2,4,1
4549414518801 ,14549414518808 ,トップバリュベストプライス ブルーベリー 500g,221,23,1,7,1
4549741197649 ,14549741197646 ,TASEAS（テーシーズ）和風たまねぎドレッシング 480ml,211,3,9,6,1
4549741571197 ,14549741571194 ,トップバリュ 北海道産ゆきほまれ使用絹豆腐 75g×4個,221,12,1,5,1
4901112610582 ,14901112610589 ,ダノンジャパン ダノンビオ 完熟ストロベリー ヨーグルト 300g（75g×4カップ）,221,18,2,3,1
4901160010143 ,14901160010140 ,タカノフーズ おかめ納豆極小粒ミニ 50g×3,221,12,2,1,1
4901231307653 ,14901231307650 ,伊藤ハム ポークビッツお徳用 250g,221,52,1,6,1
4901385026912 ,14901385026919 ,農協 牛乳 1000ml,221,20,1,1,1
4901810986781 ,14901810986788 ,トップバリュ 味付おにぎりのり 3切 30枚,211,5,6,1,1
4902105261361 ,14902105261368 ,日清食品 日清 ラ王 背油醤油 112g,211,5,8,6,1
4902888218835 ,14902888218832 ,森永製菓 ムーンライト 14枚,211,1,1,1,1
4903080211341 ,14903080211348 ,ヤクルト ファイブ 80ml×3,221,20,2,3,1
4904520600497 ,14904520600494 ,全農 国産 豚ロース味噌漬け 神奈川とん漬け 170g1パック,251,47,16,1,1
4987176182531 ,14987176182538 ,P＆G さらさ洗剤ジェル つめかえ用 超ジャンボサイズ 1.68kg,384,304,1,7,1
4901330578916 ,14901330578913 ,カルビー じゃがりこ チーズ 55g,211,1,2,3,1
4901777364547 ,14901777364544 ,サントリーフーズ THE STRONG 天然水スパークリング 510ml,211,74,2,2,1
4902705056176 ,14902705056173 ,明治 ザバスMILK PROTEIN脂肪0フルーツミックス風味 430ml,221,20,1,5,1
4902720117104 ,14902720117101 ,【1歳頃～】森永乳業 フルーツでおいしいやさいジュレ 赤い野菜とくだもの 70g,113,123,17,70,1
4902888323324 ,14902888323321 ,森永製菓 チョコモナカジャンボ 150ml,221,19,1,5,1
4976640000013 ,14976640000010 ,揖保の糸 揖保の糸 そうめん 300g,211,5,12,3,1
4987072029633 ,14987072029630 ,小林製薬 トイレの消臭元 爽やかはじけるレモン 400ml,384,304,5,2,1
4901001179428 ,14901001179425 ,味の素 クノール スープDELI まるごと1個分完熟トマトのスープパスタ（容器）41.6g,211,5,1,4,1
4901001909544 ,14901001909541 ,味の素冷凍食品 ザ☆ハンバーグ 212.5g,221,24,2,2,1
4901620300777 ,14901620300774 ,日清シスコ ココナッツサブレ トリプルナッツ 16枚入,211,1,1,1,1
4902105242414 ,14902105242411 ,日清食品 カップヌードル チリトマトヌードル 76g,211,5,8,2,1
4902106051152 ,14902106051159 ,ミツカン くめ秘伝金印 40g×3,221,12,2,1,1
4902388001180 ,14902388001187 ,永谷園 味わい茶漬け4種 42.6g,211,5,6,3,1
4974168108556 ,14974168108553 ,相模屋 山椒麻婆豆腐中辛 1人前,221,12,1,5,1
4549414373493 ,14549414373490 ,トップバリュベストプライス 旨つゆ天そば 101g,211,5,8,3,1
4549414448481 ,14549414448488 ,トップバリュベストプライス 海老入りあげ玉 50g,221,83,1,11,1
4549414463989 ,14549414463986 ,トップバリュベストプライス ハーフベーコン 160g（4連）,221,52,1,3,1
4901201148996 ,14901201148993 ,UCC上島珈琲 ゴールドスペシャル リッチブレンド 粉 280g,211,2,4,2,1
4901301018755 ,14901301018752 ,花王 除菌洗浄トイレハイター 500ml,384,304,3,3,1
4902150663097 ,14902150663094 ,ニッスイ 長崎風皿うどん 1人前（365g）,221,24,1,3,1
4904910068272 ,14904910068279 ,ダイドードリンコ ぷるっシュ！！ゼリー×スパークリング味わいグレープ 280g,211,74,1,4,1
4549414446036 ,14549414446033 ,トップバリュ 特選北海道牛乳 1000ml,221,20,1,1,1
4901005502048 ,14901005502045 ,グリコ 神戸ローストショコラ芳醇カカオ 173g,211,1,1,9,1
4901221020401 ,14901221020408 ,エビス ポイントブラシ ふつう 1本,384,244,1,11,1
4901340994614 ,14901340994611 ,アサヒ飲料 ウェルチ グレープ 800g,211,74,3,1,1
4903110013402 ,14903110013409 ,ヤマザキ ダブルソフト 6枚,221,17,1,2,1
4987176161437 ,14987176161434 ,P＆G 除菌ジョイコンパクト さわやか微香 つめかえ用 超特大サイズ 増量 940ml,384,303,1,1,1
8886467124600 ,18886467124607 ,日本ケロッグ プリングルズ うましお M缶 105g,211,1,2,3,1
4549414026986 ,14549414026983 ,トップバリュ 素焼き大豆 220g,211,1,4,4,1
4549414408089 ,14549414408086 ,トップバリュベストプライス 焼肉のたれ 香りの辛口 350g,211,3,8,1,1
4549741438483 ,14549741438480 ,トップバリュ 新潟県産 新之助 2kg,211,8,1,11,1
4549741875806 ,14549741875803 ,トップバリュ 食べる小魚 100g,211,4,5,3,1
4901071235734 ,14901071235731 ,エースコック スーパーカップ1.5倍 熟成味噌 129g,211,5,8,4,1
4901324015472 ,14901324015479 ,金城製菓 ミックスゼリー 140g,211,1,3,7,1
4901810393961 ,14901810393968 ,トップバリュ バター 64g,221,21,1,1,1
4903111152360 ,14903111152367 ,【パンツ】ユニ・チャーム ムーニーマン Mサイズ たっち 52枚,113,353,1,2,1
4514410706095 ,14514410706092 ,湖池屋 The素材のご馳走 海老 35g,211,1,2,2,1
4901360354115 ,14901360354112 ,ブルボン チョコダイジェスティブビスケット 17枚入,211,1,1,1,1
4902106860556 ,14902106860553 ,ミツカン ぽんしゃぶ 250ml,211,3,8,3,1
4902720156455 ,14902720156452 ,森永乳業 クラフト ひとくちフレッシュモッツァレラ 86g,221,21,3,5,1
4903001948387 ,14903001948384 ,ヤマサ醤油 鮮度生活 生しょうゆ 特選本醸造 600ml,211,3,5,1,1
4904766130215 ,14904766130212 ,東邦 ウタマロクリーナー 本体 400ml,384,304,3,1,1
4908013172607 ,14908013172604 ,よつ葉 特選北海道よつ葉牛乳 1000ml,221,20,1,1,1
4970020170099 ,14970020170096 ,オハヨー乳業 ミルクチョコプリン 68g×4,221,18,1,1,1
4549414210668 ,14549414210665 ,トップバリュ 野崎総料理長監修 玉子豆腐 80g×3個,221,12,1,6,1
4549414280234 ,14549414280231 ,トップバリュベストプライス 赤しば漬とつぼ漬の2色カップ 90g,221,14,1,10,1
4549414361650 ,14549414361657 ,トップバリュベストプライス スパイシーカレーヌードル 87g,211,5,8,2,1
4549741168359 ,14549741168356 ,トップバリュベストプライス ピーナッツクリーム 135g,211,2,2,1,1
4549741174350 ,14549741174357 ,トップバリュ フリーフロム ポークほそびきウインナー 127g,221,52,1,6,1
4549741727167 ,14549741727164 ,トップバリュグリーンアイオーガニック スーパースイートコーン 150g,211,5,2,1,1
4549741778961 ,14549741778968 ,Sweefee（スウィーフィー）ひとくちピーナッツチョコレート 180g,211,1,1,9,1
4571104719410 ,14571104719417 ,【ペット用】アイシア 金缶 芳醇 ほたて貝柱入りまぐろ ゼリー仕立て 60g,384,247,2,2,1
4901327803137 ,14901327803134 ,カネカ食品 割烹釜めしの素 栗 450g,221,16,1,6,1
4901577031090 ,14901577031097 ,キユーピー ハーフ 210g,211,3,9,4,1
4901670110197 ,14901670110194 ,旭化成ホームプロダクツ サランラップ 22cm×50m,384,303,3,2,1
4901990701921 ,14901990701928 ,マルちゃん 屋台一番ソース焼そば大盛り1.5倍 330g,221,24,1,3,1
4902121423606 ,14902121423603 ,トップバリュ チョコといちごのマシュマロ 120g,211,1,3,7,1
4902720082457 ,14902720082454 ,森永乳業 森永牛乳 200ml,221,20,1,6,1
4903301214441 ,14903301214448 ,【食洗機用洗剤】ライオン CHARMY クリスタ 消臭ジェル シトラスハーブの香り つめかえ用大型サイズ 840g,384,303,1,1,1
4930726000540 ,14930726000547 ,キッコーマンソイフーズ 特濃調製豆乳 1000ml（特定保健用食品）,221,20,2,2,1
4532620003803 ,14532620003800 ,八海山 麹だけでつくったあまさけ 825g,221,12,3,7,1
4549414166286 ,14549414166283 ,トップバリュ フリーフロム プチクラッカー 100g,211,1,6,2,1
4549414517132 ,14549414517139 ,トップバリュ ガパオ 130g,221,16,4,4,1
4549660424024 ,14549660424021 ,バンダイ 魚ギョっと釣りグミ ソーダ＆オレンジ味 14g,211,1,5,2,1
4901001891191 ,14901001891198 ,味の素 クノール カップスープ オニオンコンソメ 8袋入,211,5,1,1,1
4901160020043 ,14901160020040 ,タカノフーズ 国産丸大豆納豆 香る鰹だしたれ付 40g×3パック,221,12,2,1,1
4901335205978 ,14901335205975 ,湖池屋 ドンタコスチリトマト 68g,211,1,2,2,1
4901671210582 ,14901671210589 ,ソントン パンに塗るホイップクリーム きなこピーナッツ 150g,211,2,2,1,1
4902105278246 ,14902105278243 ,日清食品 カップヌードル シンガポール風ラクサ 80g,211,5,8,2,1
4902106662556 ,14902106662553 ,ミツカン カンタン酢 1000ml,211,3,4,3,1
4902110320978 ,14902110320975 ,日清製粉ウェルナ フラワーチャック付 500g,211,4,1,1,1
4902121898831 ,14902121898838 ,トップバリュ 混合削り 140g,211,4,5,1,1
4902397849070 ,14902397849077 ,【ペット用】マース ジャパン リミテッド カルカン パウチ 1歳から お魚・お肉ミックス まぐろ・かつお・ささみ入り 560g（70g×8袋）,384,247,2,2,1
4902402858912 ,14902402858919 ,ハウス食品 北海道シチュー クリーム 180g,211,3,11,2,1
4902705036697 ,14902705036694 ,明治 角10棒 ラムネヨーグルト風味＆レモン 42ml×2種×各5本,221,19,1,3,1
4903110225065 ,14903110225062 ,やまざき 串団子 つぶあん 3本入,221,90,3,1,1
4906623131052 ,14906623131059 ,アサヒコ 豆腐バー バジルソルト風味 1本,221,12,1,9,1
4975882004551 ,14975882004558 ,日本茶販売 宇治抹茶入緑茶ティーバッグ 5g×40袋入,211,2,7,1,1
4549414445992 ,14549414445999 ,トップバリュベストプライス サイダー カロリーライト 500ml,211,74,1,4,1
4901133061233 ,14901133061230 ,【ペット用】いなばペットフード CIAO かつお＆おかか かつお節 85g,384,247,2,2,1
4901530169433 ,14901530169430 ,紀文 ちくわぶ 170g,221,13,1,7,1
4901790029096 ,14901790029093 ,シマダヤ 揚州商人スーラータンメン 110g×2,221,83,1,7,1
4901810142484 ,14901810142481 ,トップバリュ 天然だしパック いりこ味 16袋入,211,3,6,2,1
4902105033746 ,14902105033743 ,日清食品 どん兵衛 天ぷらそば 100g,211,5,8,3,1
4902110362411 ,14902110362418 ,日清製粉ウェルナ マ・マー早ゆで3分スパゲティ 1.6mm 密封チャック付き結束タイプ 500g,211,5,7,1,1
4905671270652 ,14905671270659 ,新潟県産 コシヒカリ 5kg,211,8,1,10,1
4907122352467 ,14907122352464 ,トップフード みかん缶 425g,211,2,8,2,1
4930726000571 ,14930726000578 ,キッコーマンソイフーズ おいしい無調整豆乳 1000ml,221,20,2,2,1
4901006220101 ,14901006220108 ,井村屋 あずきバー 65ml×6,221,19,1,3,1
4901070902682 ,14901070902689 ,エステー ドライペット 除湿剤 シートタイプ 引き出し・衣装ケース用（衣類・皮製品用）お徳用 12シート入 25g×12枚,384,304,6,5,1
4901468264439 ,14901468264436 ,菊水 本場札幌濃厚味噌ラーメン 110g×2,221,83,1,7,1
4901670110210 ,14901670110217 ,旭化成ホームプロダクツ サランラップ 30cm×20m,384,303,3,2,1
4901777018686 ,14901777018683 ,サントリー 天然水 2000ml,211,74,2,1,1
4901777284791 ,14901777284798 ,サントリー ほろよい（白ぶどう）350ml,214,9,5,2,1
4901810588985 ,14901810588982 ,トップバリュ 細うどん 小分けパック 660g,221,24,1,3,1
4902121279807 ,14902121279804 ,トップバリュ 黒ごま豆腐 80g×2個,221,12,1,6,1
4902508007801 ,14902508007808 ,【12ヶ月頃～】ピジョン 管理栄養士のこだわりレシピ きのこソースハンバーグ 豆腐入り 80g,113,123,17,50,1
4903080216292 ,14903080216299 ,ヤクルト ジョア1日分のカルシウム＆ビタミンD ストロベリー 125ml,221,20,1,7,1
4979420106028 ,14979420106025 ,ヤマキ食品 あまくちたくあん 160g,221,14,1,3,1
4902105263617 ,14902105263614 ,日清食品 カップヌードルPRO シーフード 高たんぱく＆低糖質 78g,211,5,8,2,1
4902170557994 ,14902170557991 ,日本製粉 Big和風明太子 340g,221,24,1,5,1
4902378081772 ,14902378081779 ,ヤマナカフーズ みそ汁の具 おふくろの味 35g,211,4,6,2,1
4902888219481 ,14902888219488 ,森永製菓 カレ・ド・ショコラ マダガスカルホワイト 21枚入,211,1,1,2,1
4904730113435 ,14904730113432 ,タカキベーカリー 阿蘇牛乳のミルクブレッド 6枚入,221,17,1,3,1
4909411072902 ,14909411072909 ,トロピカーナ まるごと果実感マンゴーブレンド 900ml,221,20,2,5,1
8886467124624 ,18886467124621 ,日本ケロッグ プリングルズ CHEEEEEESE 4種の濃厚チーズ M缶 105g,211,1,2,3,1
4549741783248 ,14549741783245 ,トップバリュベストプライス 和風炒め玉ねぎドレッシング 380ml,211,3,9,6,1
4901001159376 ,14901001159373 ,味の素 お塩控えめのほんだし 箱 100g,211,3,6,1,1
4901340689213 ,14901340689210 ,カルピス カルピスウォーター 500ml,211,74,1,9,1
4901351001608 ,14901351001605 ,カンロ 金のミルク濃い贅沢抹茶ラテ 70g,211,1,1,4,1
4901551355990 ,14901551355997 ,クラシエフーズ ねるねるねるね ブドウ味 23.5g,211,1,5,2,1
4901677074812 ,14901677074819 ,寿がきや Sugakiya和風とんこつラーメン 110g×2,221,83,1,7,1
4902705126558 ,14902705126555 ,明治 おいしい牛乳 900ml,221,20,1,1,1
4904007002066 ,14904007002063 ,中日本氷糖 ロック氷砂糖 500g,211,3,2,1,1
4906690001784 ,14906690001781 ,デルソーレ ナポリ風ピザクラスト 2枚入,221,21,3,8,1
4971958015704 ,14971958015701 ,関越物産 国産使い切りサイズ生っ粋のこんにゃく 130g,221,12,3,1,1
4987167031237 ,14987167031234 ,ニチバン ケアリーヴ CL50M Mサイズ×50枚,382,618,2,1,1
4987244163462 ,14987244163469 ,【5ヶ月頃～】和光堂 裏ごしおさかな,113,123,17,30,1
4514603416619 ,14514603416616 ,アサヒ飲料 ドトールブラック 480ml,211,74,1,7,1
4523160480278 ,14523160480275 ,パールエース オリゴのおかげ 650g（特定保健用食品）,211,3,2,4,1
4549741020428 ,14549741020425 ,トップバリュベストプライス もちっとした太麺 塩ラーメン 5袋入,211,5,10,1,1
4549741600682 ,14549741600689 ,トップバリュ ねりラー油 43g,211,3,10,1,1
4901201149047 ,14901201149044 ,UCC上島珈琲 ゴールドスペシャル リッチブレンド 炒り豆 250g,211,2,4,2,1
4901306028742 ,14901306028749 ,カゴメ 有機トマト使用ケチャップ 300g,211,3,7,1,1
4901330162559 ,14901330162556 ,カルビー さやえんどうしお味 61g,211,1,2,2,1
4901609006065 ,14901609006062 ,ジョンソン アクティブ酸素で落とす洗濯槽カビキラー 250g,384,304,1,6,1
4901609012233 ,14901609012230 ,ジョンソン スクラビングバブル 流せるトイレブラシ 除菌消臭ブラス ホワイトブロッサム 本体1セット,384,304,3,3,1
4901670116090 ,14901670116097 ,旭化成ホームプロダクツ ジップロック イージージッパー L 7枚入,384,303,3,4,1
4901777349179 ,14901777349176 ,サントリー オールフリー 350ml×6,214,274,89,89,1
4901810065004 ,14901810065001 ,トップバリュベストプライス 風味豊かな 純粋はちみつ 250g,211,2,2,2,1
4902105262603 ,14902105262600 ,日清食品 麺職人担々麺 100g,211,5,8,3,1
4902121287376 ,14902121287373 ,トップバリュベストプライス シーザーサラダドレッシング 190ml,211,3,9,6,1
4902402854518 ,14902402854515 ,ハウス食品 ジャワカレー 中辛 185g,211,3,11,1,1
4902880051393 ,14902880051390 ,桃屋 きざみにんにく 125g,211,5,5,1,1
4903110185802 ,14903110185809 ,ヤマザキ 北海道チーズ蒸しケーキ 1個,221,17,9,2,1
4903111360987 ,14903111360984 ,ユニ・チャーム ソフィ 超熟睡ガード420 特に多い夜用（羽つき）くるっとテープつき 10コ入,384,244,5,1,1
4903301268925 ,14903301268922 ,ライオン システマ EXハミガキ エクストラハーブ 130g,384,244,1,1,1
4970285434325 ,14970285434322 ,内堀醸造 特選 味付ぽん酢 360ml,211,3,17,8,1
4977008131189 ,14977008131186 ,日本ハム みんなの食卓ロースハム 52g,221,52,1,2,1
4987067827404 ,14987067827401 ,興和 ホッカイロ 貼る ミニ 10個,384,304,12,1,1
4549414317183 ,14549414317180 ,トップバリュベストプライス 今川焼 あずきあん 5個入,221,24,1,7,1
4549741796378 ,14549741796375 ,トップバリュ コンソメチキン味 粉末（個包装）4.5g×20袋,211,5,1,3,1
4901111806269 ,14901111806266 ,味の素AGF マキシム袋 120g,211,2,4,1,1
4901301415776 ,14901301415773 ,花王 アタック 抗菌EX つめかえ用 超特大サイズ 2500g,384,304,1,2,1
4902122023065 ,14902122023062 ,ニコニコのり ニコニコ 味のり 銀 6束,211,5,6,1,1
4987244196767 ,14987244196764 ,【12ヶ月頃～】和光堂 BIGサイズのグーグーキッチン まぐろとわかめの炊き込みごはん 130g,113,123,17,50,1
4549741805575 ,14549741805572 ,トップバリュベストプライス だしが決め手のたこ焼ソース 300g,211,3,7,5,1
4562452231860 ,14562452231867 ,アヲハタ ヴェルデ はちみつオリゴ＆バター風味クリーム 52g,211,2,2,1,1
4901001000531 ,14901001000538 ,味の素 Cook Do 麻婆茄子用 120g,211,3,15,1,1
4901001159079 ,14901001159076 ,味の素 クノール カップスープ チーズ仕立てのほうれん草のポタージュ 3袋入,211,5,1,1,1
4901154002925 ,14901154002922 ,伊豆フェルメンテ 塩麹 200g,221,12,3,7,1
4901301388476 ,14901301388473 ,花王 リセッシュ 除菌EX 香りが残らないタイプ つめかえ用 スパウトパウチ 700ml,384,304,1,6,1
4901335124514 ,14901335124511 ,湖池屋 すっぱムーチョチップス さっぱり梅味 55g,211,1,2,1,1
4901810020034 ,14901810020031 ,トップバリュベストプライス 氷 1.1kg,221,23,1,8,1
4902121813070 ,14902121813077 ,トップバリュベストプライス トマトジュース 食塩不使用 900g,211,74,3,2,1
4902380207313 ,14902380207310 ,日清オイリオ 一番搾りべに花油 600g,211,3,14,1,1
4902705065000 ,14902705065007 ,明治乳業 チューブでバター1／3  150g,221,21,1,1,1
4902807351810 ,14902807351817 ,モランボン韓の食チャプチェ 175g 1パック,251,46,77,4,1
4902888208157 ,14902888208154 ,森永製菓 ムーンライト ソフトケーキ 6個入,211,1,1,1,1
4903050509850 ,14903050509857 ,雪印メグミルク 北海道100カマンベール 90g,221,21,3,5,1
4953823007649 ,14953823007646 ,ロッテ Doleスウィーティオパインアップルアイスバー 90ml,221,19,1,5,1
4974168300417 ,14974168300414 ,相模屋食料 やわらか厚揚げ 2個入,221,12,1,8,1
4549741174312 ,14549741174319 ,トップバリュ フリーフロム ローススライス 70g,221,52,1,2,1
4901330575786 ,14901330575783 ,カルビー じゃがりこたらこバター 52g,211,1,2,3,1
4901872837144 ,14901872837141 ,ファイントゥデイ フィーノ プレミアムタッチ 浸透美容液ヘアマスク 230g,384,243,1,5,1
4903333011988 ,14903333011985 ,ロッテ いちごつみ 3本入,211,1,5,2,1
4987035652212 ,14987035652219 ,大塚製薬工場 オーエスワン アップル風味 500ml,382,620,1,79,1
4549414007374 ,14549414007371 ,トップバリュベストプライス 米黒酢入りもずく 70g×3個,221,16,1,2,1
4549414281422 ,14549414281429 ,トップバリュベストプライス 豆菓子ミックス 320g,211,1,4,4,1
4901085191927 ,14901085191924 ,伊藤園 おーいお茶ほうじ茶 600ml,211,74,1,6,1
4901330560782 ,14901330560789 ,カルビー 堅あげポテト うすしお味 15g×4袋,211,1,5,4,1
4901336533537 ,14901336533534 ,栗山米菓 瀬戸の汐揚 16枚入,211,1,3,1,1
4901777222861 ,14901777222868 ,サントリー －196℃ストロングゼロ（ダブル完熟梅）350ml,214,9,5,2,1
4902571112686 ,14902571112683 ,はくばく もち麦ごはん 50g×12,211,8,5,1,1
4902720148054 ,14902720148051 ,森永乳業 ギリシャヨーグルトパルテノ 砂糖不使用 280g,221,18,2,1,1
4549660224556 ,14549660224553 ,バンダイ キャラパキ発掘恐竜 1個入,211,1,5,2,1
4549741034975 ,14549741034972 ,トップバリュ 国産鶏肉使用サラダチキン（むね肉・ハーブ）120g,221,52,2,7,1
4549741779500 ,14549741779507 ,トップバリュ フリーフロム 塩だけで味付けしたトルティアチップス 65g,211,1,2,2,1
4901301418807 ,14901301418804 ,花王 ハミング 消臭実感 リフレッシュグリーンの香り つめかえ用 1520ml,384,304,1,3,1
4901990342735 ,14901990342732 ,マルちゃん 焼ビーフン 130g×2,221,83,1,6,1
4902115394226 ,14902115394223 ,日本ハム 中華名菜 八宝菜 330g,221,16,2,6,1
4902121770755 ,14902121770752 ,トップバリュベストプライス はんぺん 110g,221,13,1,5,1
4902715401003 ,14902715401000 ,丸大食品 スンドゥブ辛口 300g,221,12,1,11,1
4903110338666 ,14903110338663 ,ヤマザキ やわらか卵のシフォンケーキ 1個,221,90,1,2,1
4903308035179 ,14903308035176 ,六甲バター 徳用スティック14本入 140g,221,21,3,1,1
4908733100027 ,14908733100024 ,馬路村 ぽん酢しょうゆ ゆずの村 500ml,211,3,17,8,1
4933121201734 ,14933121201731 ,シアワセドー 黒ごま最中 150g,211,1,3,7,1
4975882004575 ,14975882004572 ,日本茶販売 ほうじ茶ティーバッグ 5g×40袋入,211,2,7,1,1
4987176063137 ,14987176063134 ,P＆G ファブリーズ お風呂用防カビ剤 シトラスの香り 7ml,384,304,3,2,1
4549414083163 ,14549414083160 ,トップバリュベストプライス 甘辛するめ 15g,211,1,6,2,1
4549741174336 ,14549741174333 ,トップバリュ フリーフロム ベーコンスライス 70g,221,52,1,3,1
4549741385237 ,14549741385234 ,トップバリュ ベストプライス おろしにんにく 43g,211,3,10,1,1
4549741551762 ,14549741551769 ,トップバリュベストプライス しそ漬梅干 130g,221,14,1,4,1
4549741802468 ,14549741802465 ,トップバリュ 塩分25％カット 赤だし 4種の具材 12食,211,5,11,1,1
4549741945592 ,14549741945599 ,トップバリュ 国産小麦うどん 小分けパック 110g×6,221,24,1,3,1
4570084520771 ,14570084520778 ,日翔 彩（SAI）立体カラーマスク（アクセントカラー3色セット）やや大きめ 30枚（10枚×3色）,382,618,1,1,1
4571153083845 ,14571153083842 ,フードレーベル 牛角ふりかけのりごま香る旨塩味 20g,211,5,6,3,1
4901005233881 ,14901005233888 ,グリコ ガーリックライスの素 44.4g,211,3,12,1,1
4901301379108 ,14901301379105 ,花王 サクセス リンスのいらない薬用シャンプー スムースウォッシュ エクストラクール つめかえ用 320ml,384,243,1,2,1
4901336100654 ,14901336100651 ,栗山米菓 アンパンやさいせんべい 10g×4袋,211,1,5,4,1
4902105271490 ,14902105271497 ,日清食品 最強どん兵衛 かき揚げそば 101g,211,5,8,3,1
